platformGameId,esportsGameId,tournamentId,teamMapping.18,teamMapping.19,participantMapping.1,participantMapping.2,participantMapping.3,participantMapping.4,participantMapping.5,participantMapping.6,participantMapping.7,participantMapping.8,participantMapping.9,participantMapping.10,teamMapping.16,teamMapping.17,teamMapping.20,teamMapping.21,teamMapping.22
val:8b1731c5-57ab-4f7b-a8ca-a388f01c2fb6,109981148950599619,109974888242063857,0,0,106525473804840689,106525472657113092,106525470504910842,107769214556166141,107735295903059952,106116440965658227,109980978569936581,106116540451628694,106116492286441131,106507002486193030,0,0,0,107745125595754895,105665339248060878
val:46e72982-2874-416e-9171-7b1a57eb2844,109711032720270183,109710937834457925,0,0,106651779012842654,106651760411992132,106651771010372760,106651772642189389,106652047423889687,106156773024391652,109794767669038974,106489999216559638,108395376345727088,106489985594967563,0,0,0,105788004225594471,106652371451437497
val:379448d8-628e-446d-97a4-6d2113660497,110551570692938974,110551570691955817,0,0,110790629145363929,110790630189086505,110790631471957471,110790632788902088,108695530758948834,108695550169204401,108695555965222493,108695542868559528,108695559262017364,108695564980340715,0,0,108696151689107350,110773882819766782,0
val:09a5bb81-21d2-4d3e-90cc-684d956f5a6a,111811151251583412,111811151250338218,0,0,109980839435632237,106525474853482229,106525490978488340,106525473804840689,106525472657113092,106116517250836076,106116533404804753,106116469240407598,108844319061874112,106116525718283893,0,0,105630080842965451,105665339248060878,0
val:fc4465f4-e1c8-4956-8b5c-27bd5fa1d00c,112099035031825537,112053368262018629,0,0,106724771285467852,106724769775977160,106724767436961366,106605824072688095,107760969753086434,106532684877070738,107926951905638936,106532652856312203,107786689519485659,106532686424986077,0,0,107795656627193642,105795137629057449,0
val:9a455eb5-f244-4d2f-b3ec-430782c943d0,112081758346052904,112053360171504305,0,0,106116524342027888,107742456385056460,106116540451628694,106116492286441131,106507002486193030,112088289983831515,107056171907794810,107769215396408908,107769215752919041,107769215524357562,0,0,105680891295502820,107745125595754895,0
val:1b8f4326-18fb-4bbd-a77f-eb595ace99d7,112512227354870413,112053429695970384,0,0,107882580518128045,106660453242133180,106230370674623216,107760828215969554,107760829357934370,106724769775977160,106605824072688095,106724767436961366,106724771285467852,107760969753086434,0,0,105795137629057449,109710990829217937,0
val:f1162e72-f126-4ec9-bf6b-c7af379a8abd,112806895243927816,112053452805788444,0,0,106116440965658227,107769214873453994,106489999216559638,107891889389481497,106156773024391652,111878438513796766,110790640344246272,111878438452531105,110790632788902088,108695528371865248,0,0,111878280387028472,105788004225594471,0
val:37b4d0f4-eacd-47b9-8efa-8dda247ebe29,111759449107539667,111759316711517786,0,0,106532684877070738,111136213598748752,106532652856312203,107926951905638936,106532686424986077,106230370674623216,107760829357934370,107761554001808494,106660453242133180,107882580518128045,0,0,109710990829217937,107795656627193642,0
val:dba1062f-bef8-4198-bf22-92cd2f68b74e,112081758339958052,112053360171504305,0,0,112088289983831515,107056171907794810,107769215396408908,107769215752919041,107769215524357562,106116440965658227,107769214873453994,106489999216559638,107891889389481497,106156773024391652,0,0,105788004225594471,105680891295502820,0
val:fc512be2-23a1-4320-b12d-d7b62da8c445,112435277984262248,112053410744354403,0,0,106660458267141726,106229939974586995,109782814170794767,110060008637724022,107056191044293045,112088289983831515,107056171907794810,107769215396408908,107769215752919041,107769215524357562,0,0,105680891295502820,106013968992887532,0
val:5de66ae9-50df-4f43-8aa1-4c9242be4ea0,112410159048973883,112053423967523566,109636584963315880,105720659034682989,106651846714581139,107876440210025807,106651939810727172,106651760411992132,106651830913232582,109636687572182162,107841906194875387,109636687678347440,109636688908419096,106651731949743733,0,0,0,0,0
val:55b2bb0f-f1aa-4c02-8488-51e207852f17,112435277984262277,112053410744354403,0,0,106229920360816436,106525416849604559,107891881667440147,106229950694048376,99566407765334300,107769214650893734,106664993881319312,107769215086183858,107769216664661606,106525489805459472,0,0,105748037960121143,105665869861005803,0
val:99011c31-8b80-455a-b90c-5591baba3556,112098986271491865,112053368262018629,0,0,106668561394196028,107760834954512281,-,107760837151547453,109743099866406910,106532684877070738,107926951905638936,106532652856312203,107786689519485659,106532686424986077,0,0,107795656627193642,107254601668550883,0
val:59db4e32-9a0a-4ad5-905e-6ca7c9fcd29a,112081758366238007,112053360171504305,0,0,112088289983831515,107056171907794810,107769215396408908,107769215752919041,107769215524357562,106116469240407598,106116533404804753,108844319061874112,106116525718283893,106116526654494663,0,0,105630080842965451,105680891295502820,0
val:9ff0b33b-b08e-492e-a92f-54e3fbfe584a,112081758274684140,112053360171504305,0,0,106229920360816436,106525416849604559,107891881667440147,106229950694048376,99566407765334300,106116524342027888,107742456385056460,106116540451628694,106116492286441131,106507002486193030,0,0,107745125595754895,105665869861005803,0
val:f38e1e01-4c33-490b-8a88-6b1920423f64,112410890152156308,112053399716844250,0,0,106724771285467852,106724769775977160,106724767436961366,106605824072688095,107760969753086434,107769214650893734,106664993881319312,107769215086183858,107769216664661606,106525489805459472,0,0,105748037960121143,105795137629057449,0
val:1abe73ad-cf72-4e37-aae9-8b65340e68b8,112435277984262204,112053410744354403,0,0,107769214650893734,106664993881319312,107769215086183858,107769216664661606,106525489805459472,111895508431155129,112641706157025691,106506447872281272,108244910405710026,106116517250836076,0,0,108058641500699213,105748037960121143,0
val:ef065a57-ed63-4d87-b5a6-bac7f249e8c5,110551570692939002,110551570691955817,0,0,109980839435632237,106525490978488340,107769215086183858,107891889389481497,107769215218413128,106724771285467852,106724769775977160,106724767436961366,106605824072688095,107760969753086434,0,0,105795137629057449,107772960652844036,0
val:2952b725-0c70-4a4f-8db7-48a9097f3653,111759362351270415,111759316711517786,0,0,106668561394196028,107760834954512281,106668560532987448,107760837151547453,109743099866406910,106532933054820788,106230316470125268,106230346579238832,108329605365228616,111850184153949891,0,0,105665378258561492,107254601668550883,0
val:08da9ca4-f2e2-4d55-a3ed-70d6942568dc,112557663979244812,112053442207017566,0,0,111878438398781080,110790630189086505,108284848458059527,110790631471957471,108695530758948834,108695550169204401,108695555965222493,112688316138301116,108695559262017364,108695564980340715,0,0,0,108696151689107350,110773882819766782
val:f2e2c36d-7270-417d-b7eb-7dd092d457c2,112512301872039306,112053429695970384,0,0,106532684877070738,107926951905638936,111136213598748752,107786689519485659,106532686424986077,106724769775977160,106605824072688095,106724767436961366,106724771285467852,107760969753086434,0,0,105795137629057449,107795656627193642,0
val:86cbebfa-a48c-4d43-82e4-088bfcea31a9,112557663979244833,112053442207017566,0,0,109795086166200353,110790647283329030,109703937294721986,106729738116921244,108695547619985069,108695550169204401,108695555965222493,112688316138301116,108695559262017364,108695564980340715,0,0,0,108696151689107350,105680908693496715
val:0e974ec2-a4ad-4f64-bd5a-101933420f9b,109999128958790505,109999128956889858,0,0,106532933054820788,108469988412622630,106525410665758661,106605693810374153,106668472978208449,106724771285467852,106724769775977160,106724767436961366,106605824072688095,107760969753086434,0,0,0,105795137629057449,107019798230895224
val:4dc2fe77-00fc-4e88-a8fa-699e98aa036b,108517718726830489,108517718725650809,0,0,106490001132942692,108395376345727088,106489999216559638,106489997517407761,106489985594967563,106525414942310346,106525416849604559,106525415831916494,106525410665758661,107769216664661606,0,0,0,105665353676229940,105788004225594471
val:c89a8d33-679b-4035-a243-6f9f9e365790,112098986124297954,112053368262018629,0,0,107760839234471926,106724766365411963,106651651697765967,106651665328627705,108469988412622630,106724771285467852,106724769775977160,106724767436961366,106605824072688095,107760969753086434,0,0,105795137629057449,107019798230895224,0
val:cc9ca7dd-378e-470b-8b5c-7e53b1441cd6,112410159048973955,112053423967523566,105680972836508184,106013381894847385,107729648820931094,109630635013669017,106651631294239818,106651793396690606,107735297326632949,106652148735956386,106230271915475632,103537287230111095,109636696799297087,107764993888872529,0,0,0,0,0
val:b529dc61-41c0-4025-8bc4-a95c989e53db,112098986078947018,112053368262018629,0,0,106532933054820788,106230316470125268,106230346579238832,108329605365228616,111850184153949891,106668475658821122,109795054732626044,106724757750442614,107926953005894858,108724442179587178,0,0,108276637165440022,105665378258561492,0
val:ff37fc56-5a3d-4fb5-a17d-753aed5785f6,112138727088677888,112053363288959526,105680972836508184,105680883461219195,106230274512017155,106652155439574920,109664363829628765,108238948394615729,106230224874717841,106652148735956386,106230271915475632,103537287230111095,109715242341114817,107764993888872529,0,0,0,0,0
val:f7390ecf-3a52-4ebc-8bf3-4f2ccb6292e4,112410890152156322,112053399716844250,0,0,112088289983831515,107056171907794810,107769215396408908,107769215752919041,107769215524357562,107042214535152515,107764993804063401,107735298728316922,109630636704842016,109641698140602206,0,0,105751765959424656,105680891295502820,0
val:e65f668c-2e10-4b03-802d-90e0efff4aac,112098986259236629,112053368262018629,0,0,106668561394196028,107760834954512281,106668560532987448,107760837151547453,109743099866406910,108397898890330995,106605665615290668,108718263033219961,106230343169335211,106230345015187247,0,0,105787569021644540,107254601668550883,0
val:0b10fde1-b84c-447f-a309-5fc192226a80,112138622788797297,112053363288959526,107735185441106189,105720659034682989,106651846714581139,107876440210025807,106651939810727172,106651760411992132,106651830913232582,106651978230682922,107735279244326096,106651987726718259,109641692971255202,109641703010671346,0,0,0,0,0
val:5166b7aa-cbbb-49e1-a572-2f04e98cf9ef,112435277984262193,112053410744354403,0,0,107769214650893734,106664993881319312,107769215086183858,107769216664661606,106525489805459472,106116492286441131,107742456385056460,106116540451628694,106507002486193030,106507078369536452,0,0,107745125595754895,105748037960121143,0
val:6ed49bda-2899-4a6f-a531-8771fa633509,109711032726168483,109710937834457925,0,0,106525473804840689,106525472657113092,106525470504910842,107769214556166141,107735295903059952,106116440965658227,107742456385056460,106116540451628694,106116492286441131,106507002486193030,0,0,0,107745125595754895,105665339248060878
val:70420025-d307-454a-a161-e55152669069,112410159048973954,112053423967523566,105680972836508184,106013381894847385,107729648820931094,109630635013669017,106651631294239818,106651793396690606,107735297326632949,106652148735956386,106230271915475632,103537287230111095,109636696799297087,107764993888872529,0,0,0,0,0
val:308b1886-877a-44b1-88f8-e9fae8638fba,112435277984262260,112053410744354403,0,0,112088289983831515,107056171907794810,107769215396408908,107769215752919041,107769215524357562,106229920360816436,106525416849604559,107891881667440147,106229950694048376,99566407765334300,0,0,105665869861005803,105680891295502820,0
val:ea453e7b-a3a4-4c92-a0bd-3c76948e312a,112098986108700378,112053368262018629,0,0,107760839234471926,106724766365411963,106651651697765967,106651665328627705,108469988412622630,108397898890330995,106605665615290668,108718263033219961,106230343169335211,106230345015187247,0,0,105787569021644540,107019798230895224,0
val:0227f3bd-2043-46a7-937f-99931cb15a4e,112099035031825525,112053368262018629,0,0,106668561394196028,107760834954512281,106668560532987448,107760837151547453,109743099866406910,107769215639766462,110077605500212406,109795063140126742,108273960857040258,108256001569272928,0,0,105827039633208481,107254601668550883,0
val:6499e746-de58-4886-ae36-efe165076936,112435277984262200,112053410744354403,0,0,107769214650893734,106664993881319312,107769215086183858,107769216664661606,106525489805459472,108844319061874112,106116533404804753,106116526654494663,106116523403589346,106116525718283893,0,0,105630080842965451,105748037960121143,0
val:20d31e82-f9e5-4435-84af-a98bc0bdcc84,112512227354804830,112053429695970384,0,0,106535378430874709,106230373601204025,106668674471618890,107761554991402098,108409186139442811,106532652856312203,109795063140126742,108256001569272928,110077605500212406,107769215639766462,0,0,105827039633208481,107761408072272990,0
val:c553f8d4-2af9-4e49-bfe2-c044e96b7968,112410171998051186,112053423967523566,106013381894847385,105680972836508184,106652148735956386,106230271915475632,103537287230111095,107764993888872529,109636696799297087,107729648820931094,109630635013669017,106651631294239818,106651793396690606,107735297326632949,0,0,0,0,0
val:cc0a0710-4512-4988-abb8-7ad5bca1bc2c,109999128958790480,109999128956889858,0,0,106535376300475294,106532836263981380,106532640888279481,108329605365228616,107786690677632484,106724771285467852,106724769775977160,106724767436961366,106605824072688095,107760969753086434,0,0,0,105795137629057449,105665378258561492
val:2e468358-8de4-495c-bb77-fde294e77180,112081758284514550,112053360171504305,0,0,107742456626199444,106116557437417209,106506447872281272,108058714246007482,108244910405710026,106229920360816436,106525416849604559,107891881667440147,106229950694048376,99566407765334300,0,0,105665869861005803,108058641500699213,0
val:c9bd16ff-b9f6-47de-88b9-31650e8a76fd,112081758317741332,112053360171504305,0,0,107742456626199444,106116557437417209,106506447872281272,108058714246007482,108244910405710026,106660458267141726,106229939974586995,109782814170794767,110060008637724022,107056191044293045,0,0,106013968992887532,108058641500699213,0
val:87c4f1e7-634e-4a21-aedd-f7c85649c2e0,112138727088677915,112053363288959526,105680972836508184,105720659034682989,107876440210025807,106651939810727172,106651760411992132,106651830913232582,106651846714581139,106652148735956386,106230271915475632,103537287230111095,109715242341114817,107764993888872529,0,0,0,0,0
val:53912314-1631-4840-86ea-5c2e874b2bf3,112410159048973956,112053423967523566,105680972836508184,106013381894847385,107729648820931094,109630635013669017,106651631294239818,106651793396690606,107735297326632949,106652148735956386,106230271915475632,103537287230111095,109636696799297087,107764993888872529,0,0,0,0,0
val:377b3e11-cb21-4cd6-8351-36b86e44922c,112435277984262224,112053410744354403,0,0,107769215218413128,106525538484682825,106525516580646719,108273961403370235,106525540384501594,111895508431155129,112641706157025691,106506447872281272,108244910405710026,106116517250836076,0,0,108058641500699213,107772960652844036,0
val:cba92dca-ef2a-4282-8dd3-dd8f6d69d036,112557663979244827,112053442207017566,0,0,109795086166200353,110790647283329030,109703937294721986,106729738116921244,108695547619985069,111878438513796766,110790640344246272,111878438452531105,110790632788902088,108695528371865248,0,0,0,111878280387028472,105680908693496715
val:26c3e64f-6afc-427a-83d8-369600a8b92b,112081758306600202,112053360171504305,0,0,106116524342027888,107742456385056460,106116540451628694,106116492286441131,106507002486193030,106660458267141726,106229939974586995,109782814170794767,110060008637724022,107056191044293045,0,0,106013968992887532,107745125595754895,0
val:da0f476c-8bf8-4339-b4af-78581e514bbb,112410859273478266,112053399716844250,0,0,107042214535152515,107764993804063401,107735298728316922,109630636704842016,109641698140602206,112088289983831515,107056171907794810,107769215396408908,107769215752919041,107769215524357562,0,0,105680891295502820,105751765959424656,0
val:eb896cd6-0c71-4d7c-8ae3-aa4f6f88da05,112557663979244829,112053442207017566,0,0,109795086166200353,110790647283329030,109703937294721986,106729738116921244,108695547619985069,108695550169204401,108695555965222493,112688316138301116,108695559262017364,108695564980340715,0,0,0,108696151689107350,105680908693496715
val:400ab9de-5d30-4554-85e5-19a58e39ef40,111799864363868706,111799864361902547,0,108241004210065453,106652148735956386,106230271915475632,103537287230111095,107764993888872529,109715242341114817,109715242528483605,108469291932519294,106230276315764487,107042219372351080,109918865741533645,0,0,105680972836508184,0,0
val:7fb5afe4-a315-4c67-8f67-9aa38ac717ca,108517718726764946,108517718725650809,0,0,106532686424986077,106532652856312203,106532684877070738,106535378430874709,106532683698754008,106525473804840689,106525472657113092,106525470504910842,106732998058142840,106525474853482229,0,0,0,107772915726436635,107795656627193642
val:a20c0875-8432-4a7f-b6ba-7732c6874d2a,109974888243636886,109974888242063857,0,0,106525473804840689,106525472657113092,106525470504910842,107769214556166141,107735295903059952,107056171907794810,107056191044293045,110060008637724022,106229950694048376,110060010341614487,0,0,0,106013968992887532,105665339248060878
val:d5955a3e-8249-4cbc-a44b-68fe21dd969c,109981148950599620,109974888242063857,0,0,106116440965658227,109980978569936581,106116540451628694,106116492286441131,106507002486193030,106525473804840689,106525472657113092,106525470504910842,107769214556166141,107735295903059952,0,0,0,105665339248060878,107745125595754895
val:de87aefe-2df7-4e7f-b5f4-793c38ec250d,109974888243636866,109974888242063857,0,0,107056171907794810,107056191044293045,110060008637724022,106229950694048376,110060010341614487,106116440965658227,109980978569936581,106116540451628694,106116492286441131,106507002486193030,0,0,0,107745125595754895,106013968992887532
val:816d7b0c-79d6-40ce-b19c-5e2af76039e8,109711032726168485,109710937834457925,0,0,109794901178650563,107760828736855945,106230370674623216,107760829357934370,109794898623952350,106535378430874709,106532686424986077,106532652856312203,106532684877070738,106532683698754008,0,0,0,107795656627193642,109710990829217937
val:e100ce5f-b841-4c42-a2c8-7a04baad33c5,110445180514934049,110445180514540816,0,108696151689107350,106651779012842654,106651760411992132,106651771010372760,106651772642189389,106652047423889687,108695550169204401,108695555965222493,108695542868559528,108695559262017364,108695564980340715,0,0,106652371451437497,0,0
val:d0fc6ae0-8abb-4ae8-b760-04472db2d44c,109711321499379904,109711321498527756,106013381894847385,105680883461219195,106230224874717841,106651793396690606,106652157508218765,106652155439574920,106230238671593346,107735300473140442,107042219496476268,106651765774904977,107735305011967206,106651631294239818,0,0,0,0,0
val:6be36f86-7897-446a-b839-f8931e839ddf,111811151251583416,111811151250338218,0,0,110060010341614487,109782814170794767,106229939974586995,106660339360916971,107056191044293045,107742456626199444,106116557437417209,106506447872281272,108058714246007482,108244910405710026,0,0,108058641500699213,106013968992887532,0
val:6bfd3913-2d8e-4576-8699-f2f701e78d40,111799864363868709,111799864361902547,0,0,107723772674746660,107764993804063401,107735298728316922,109630636704842016,107042214535152515,109715242528483605,108469291932519294,106230276315764487,107042219372351080,109918865741533645,0,0,108241004210065453,105751765959424656,0
val:96e666d8-1f81-475e-b1e8-b32d07dc1dd8,111811151251583465,111811151250338218,0,0,106229920360816436,106229950694048376,107891881667440147,106525416849604559,99566407765334300,107742456626199444,106116557437417209,106506447872281272,108058714246007482,108244910405710026,0,0,108058641500699213,105665869861005803,0
val:2223212f-95bb-4bac-84bf-9b603b065659,108517718726830505,108517718725650809,0,0,106230274512017155,106230271915475632,103537287230111095,107764993888872529,107729646065265994,106652047423889687,107735295903059952,106651771010372760,106651772642189389,106651779012842654,0,0,0,105680908693496715,105680972836508184
val:a86b6616-7185-4cf8-8143-076267ab0ba6,110445220928937166,110445220928609427,0,107772960652844036,106652148735956386,106230271915475632,103537287230111095,107764993888872529,109715242341114817,109980839435632237,106525490978488340,107769215218413128,107891889389481497,107769215086183858,0,0,105680972836508184,0,0
val:547aea44-b925-498e-8d5f-be2e53586992,109999128958790433,109999128956889858,0,0,106605634242475474,106605622159876355,106605660674445443,108718263033219961,107842973215786115,109816693557586718,107760828736855945,106230370674623216,107760829357934370,109794898623952350,0,0,0,109710990829217937,105787569021644540
val:a8773882-ccb1-457f-8612-8caeb6c4450b,109981148950599599,109974888242063857,0,0,109980839435632237,106525490978488340,107769215218413128,107891889389481497,107769215086183858,106116440965658227,107742456385056460,106116540451628694,106116492286441131,106507002486193030,0,0,0,107745125595754895,107772960652844036
val:5ce0260e-b04f-42c7-affc-22bae70ceaa0,111759449107539642,111759316711517786,0,0,106605779275600095,111323096513185941,106605662157742376,109715591703039195,106605614205227119,108469988412622630,106724766365411963,106651651697765967,106651665328627705,107760839234471926,0,0,107019798230895224,105787560411852534,0
val:750f72f9-bbdc-4cde-84dd-f8629536ee3f,110445180514934041,110445180514540816,0,108696151689107350,109795063140126742,107769215639766462,107056206425868168,109816688638956485,106230346579238832,108695550169204401,108695555965222493,108695542868559528,108695559262017364,108695564980340715,0,0,105827039633208481,0,0
val:87ade58a-82c0-40f5-81a0-1c1dd7edbe87,109974888243571282,109974888242063857,0,0,106229920360816436,99566407765334300,106525415831916494,106525416849604559,106507078369536452,106156773024391652,108395376345727088,106489999216559638,109794767669038974,106489985594967563,0,0,0,105788004225594471,105665869861005803
val:ddb4c09d-281b-4f82-8c4b-749eb1602b1d,112410859273478274,112053399716844250,0,0,106651846714581139,107876440210025807,106651939810727172,106651760411992132,106651830913232582,106652145373704062,107815374167436829,109669231142752973,111878437607247760,109795095271772200,0,0,111878219240115813,105720659034682989,0
val:a1232e95-f8ae-48fe-ae72-8da33b952728,112806895244190020,112053452805788444,0,0,106652148735956386,106230271915475632,103537287230111095,107764993888872529,109636696799297087,107056171907794810,112088289983831515,107769215396408908,107769215752919041,107769215524357562,0,0,105680891295502820,105680972836508184,0
val:e17aa2d8-5329-48d3-a62d-aec90dd694de,112435277984262192,112053410744354403,0,0,107769214650893734,106664993881319312,107769215086183858,107769216664661606,106525489805459472,106116492286441131,107742456385056460,106116540451628694,106507002486193030,106507078369536452,0,0,107745125595754895,105748037960121143,0
val:43a13f09-5fca-4723-9d2b-c560c39472ed,112435277984262274,112053410744354403,0,0,106156791842474396,108395376345727088,106490001132942692,109882303683541155,106116521073981149,106660458267141726,106229939974586995,109782814170794767,110060008637724022,107056191044293045,0,0,106013968992887532,105623681847525855,0
val:22600bed-b01e-4a43-8020-658ba6e571ea,112512301872039312,112053429695970384,0,0,106532933054820788,106230316470125268,106230346579238832,108329605365228616,111850184153949891,106532684877070738,107926951905638936,111136213598748752,107786689519485659,106532686424986077,0,0,107795656627193642,105665378258561492,0
val:749719a6-1fb0-4831-9417-14677ff65655,109974888243636878,109974888242063857,0,0,106156773024391652,108395376345727088,106489999216559638,109794767669038974,106489985594967563,106116440965658227,107742456385056460,106116540451628694,106116492286441131,106507002486193030,0,0,0,107745125595754895,105788004225594471
val:14bb4b09-8b98-48ed-a6a4-cd39a2098843,111799864363868693,111799864361902547,0,106013381894847385,109715242528483605,108469291932519294,106230276315764487,107042219372351080,109918865741533645,106651793396690606,109630635013669017,106651631294239818,107729648820931094,107735300473140442,0,0,108241004210065453,0,0
val:a83e9b5d-5a3e-4721-b001-fd261a53d4cf,112099035031825530,112053368262018629,0,0,106724771285467852,106724769775977160,106724767436961366,106605824072688095,107760969753086434,107882580518128045,106660453242133180,106230370674623216,107761554001808494,107760829357934370,0,0,109710990829217937,105795137629057449,0
val:0c5c4870-c4eb-4266-9046-123d18b9003e,112557663979244831,112053442207017566,0,0,108695550169204401,108695555965222493,112688316138301116,108695559262017364,108695564980340715,109795086166200353,110790647283329030,109703937294721986,106729738116921244,108695547619985069,0,0,0,105680908693496715,108696151689107350
val:10529fb9-52c6-4f0d-b12e-19bb28c45eed,111799864363868697,111799864361902547,0,106013381894847385,106652153897244072,107736211832747525,109664363719653316,106651763961975955,107736213233216306,106651793396690606,109630635013669017,106651631294239818,107729648820931094,107735300473140442,0,0,107722603442258744,0,0
val:5c372235-e552-42c6-b4e7-223af63728d7,112019385324229036,112019354266558216,0,105665869861005803,106668472978208449,106724769775977160,106724767436961366,106605824072688095,106724771285467852,106229920360816436,106229950694048376,107891881667440147,106525416849604559,99566407765334300,0,0,105795137629057449,0,0
val:6b21146e-c5a7-496a-afef-f4e565c1b8e3,112138622796923767,112053363288959526,109636584963315880,107735185441106189,106651978230682922,107735279244326096,106651987726718259,109641692971255202,109641703010671346,109636687572182162,107841906194875387,109636687678347440,106651728956649068,106651731949743733,0,0,0,0,0
val:0b10368f-4dd6-4de3-851f-4bb5982d0f5b,112410159048973886,112053423967523566,107722603442258744,105720659034682989,106651846714581139,107876440210025807,106651939810727172,106651760411992132,106651830913232582,106652153897244072,106651763961975955,109664363719653316,107736211832747525,107736213233216306,0,0,0,0,0
val:cd030b75-6958-4c90-833d-99f9c14485c1,112410159048973928,112053423967523566,105830904252954968,109636584963315880,109636687572182162,107841906194875387,109636687678347440,109636688908419096,106651731949743733,106651749419114537,106652018995421422,106652157508218765,106652162020663630,106651747523026980,0,0,0,0,0
val:babb87e8-ff2c-4c28-8e9c-5ecc4010ec7d,112435277984262297,112053410744354403,0,0,106116440965658227,107769214873453994,106489999216559638,107891889389481497,106156773024391652,106156791842474396,108395376345727088,106490001132942692,109882303683541155,106116521073981149,0,0,105623681847525855,105788004225594471,0
val:09407548-1c91-490f-a672-4db199aec576,110551570692938982,110551570691955817,0,0,106535378430874709,106532686424986077,106532652856312203,106532684877070738,106532683698754008,106652148735956386,106230271915475632,103537287230111095,107764993888872529,109715242341114817,0,0,0,105680972836508184,107795656627193642
val:6df6e392-d939-4e52-97ba-3b36d553d0e4,112081758346052903,112053360171504305,0,0,112088289983831515,107056171907794810,107769215396408908,107769215752919041,107769215524357562,106116524342027888,107742456385056460,106116540451628694,106116492286441131,106507002486193030,0,0,107745125595754895,105680891295502820,0
val:664afb5d-a724-4f6c-bdf3-c8b7bc3d30c1,112410159048973915,112053423967523566,107722603442258744,105751765959424656,107723772674746660,107764993804063401,107735298728316922,109630636704842016,109641698140602206,106652153897244072,106651763961975955,109664363719653316,107736211832747525,107736213233216306,0,0,0,0,0
val:1f9b1611-5cee-476e-a4a8-9fe3d4c09519,112019376623705879,112019354266558216,0,105665378258561492,106116524342027888,107742456385056460,106116540451628694,106116492286441131,106507002486193030,106532933054820788,106230316470125268,106230346579238832,108329605365228616,111850184153949891,0,0,107745125595754895,0,0
val:9766656b-e713-4357-9089-2c3a64fb161b,112098986336962350,112053368262018629,0,0,106605779275600095,111323096513185941,106605662157742376,109715591703039195,106605614205227119,106668561394196028,107760834954512281,-,107760837151547453,109743099866406910,0,0,107254601668550883,105787560411852534,0
val:b875b8bd-d339-4938-9c54-0afe36d8931e,112138622602674928,112053363288959526,106652371451437497,108241004210065453,109715242528483605,108469291932519294,106230276315764487,107042219372351080,109918865741533645,106651779012842654,106651772642189389,106651771010372760,107735295903059952,106652047423889687,0,0,0,0,0
val:833f1a02-ceac-4c34-b49c-e8d8306aac6d,112410159048973971,112053423967523566,106013381894847385,107735185441106189,106651978230682922,107735279244326096,106651987726718259,109641692971255202,109641703010671346,107729648820931094,109630635013669017,106651631294239818,106651793396690606,107735297326632949,0,0,0,0,0
val:68aaa81d-7f38-4920-965f-9ebd7b28108c,111759449107539639,111759316711517786,0,105827039633208481,109760641595572859,107761554991402098,106668674471618890,106230373601204025,106732998058142840,108256001569272928,108273960857040258,109795063140126742,110077605500212406,107769215639766462,0,0,107761408072272990,0,0
val:d09067a3-0eea-4cf1-b321-8c30628d28a1,111799864363803126,111799864361902547,0,107722603442258744,106230224874717841,108238948394615729,109664363829628765,106652155439574920,106230274512017155,106652153897244072,107736211832747525,109664363719653316,106651763961975955,107736213233216306,0,0,105680883461219195,0,0
val:2404a9af-682b-4135-9239-2c73667b20aa,112098986297575203,112053368262018629,0,0,106668561394196028,107760834954512281,106668560532987448,107760837151547453,109743099866406910,106668475658821122,109795054732626044,106724757750442614,107926953005894858,108724442179587178,0,0,108276637165440022,107254601668550883,0
val:a42cd669-56e4-4d56-acc4-bdf7aef45272,112410159048973879,112053423967523566,105720659034682989,105751765959424656,107723772674746660,107764993804063401,107735298728316922,109630636704842016,109641698140602206,106651846714581139,107876440210025807,106651939810727172,106651760411992132,106651830913232582,0,0,0,0,0
val:bb829a30-6ac1-4924-acf3-1b3434d0d986,110445180514934074,110445180514540816,0,105720659034682989,106535378430874709,106532686424986077,106532652856312203,106532684877070738,106532683698754008,106651830913232582,106651844850933902,106651939810727172,106651824037159030,106651846714581139,0,0,107795656627193642,0,0
val:b6cdc8de-3ec5-4ad1-b930-ca48315553ec,111799864363803137,111799864361902547,0,107722603442258744,106230224874717841,108238948394615729,109664363829628765,106652155439574920,106230274512017155,106652153897244072,107736211832747525,109664363719653316,106651763961975955,107736213233216306,0,0,105680883461219195,0,0
val:7c5563f3-62ee-4a8a-aa15-e2eba3b552af,112081758442521960,112053360171504305,0,0,107769214650893734,106664993881319312,107769215086183858,107769216664661606,106525489805459472,109980839435632237,106525474853482229,106525490978488340,106525473804840689,106525472657113092,0,0,105665339248060878,105748037960121143,0
val:93c50783-6747-4634-90a4-68e5526e5278,112410159048973935,112053423967523566,105680972836508184,108241004210065453,109715242528483605,108469291932519294,106230276315764487,107042219372351080,109918865741533645,106652148735956386,106230271915475632,103537287230111095,109636696799297087,107764993888872529,0,0,0,0,0
val:84f4085b-66e3-4291-b738-7b163939a088,112410171998051161,112053423967523566,105680972836508184,108241004210065453,109715242528483605,108469291932519294,107042219372351080,109918865741533645,106230276315764487,106652148735956386,106230271915475632,103537287230111095,107764993888872529,109636696799297087,0,0,0,0,0
val:ab2cc58c-5b2f-42ce-a0eb-c650fe5ac1d5,112138622587273962,112053363288959526,105751765959424656,108241004210065453,109715242528483605,108469291932519294,106230276315764487,107042219372351080,109918865741533645,107723772674746660,107764993804063401,107735298728316922,109630636704842016,109641698140602206,0,0,0,0,0
